time,username,tweet,replies_count,retweets_count,likes_count,product,name,label
07:22:15,thecarexpertuk,rounding out another difficult year for new car sales there were two newcomers debuting in the top ten best sellers and a stunning sales performance from the tesla model,0,0,0,tm3,s,1
07:21:06,bouncypete,forget just december or ev the tesla model was the second best selling car of all in the uk for the whole of,0,0,2,tm3,s,1
07:20:57,r3plac3d,thanks for paying for my college tuition and helping a homeless man get a house and paying for his downpayment and gifting us tesla model deckedout and also thanks for buying his lambo,0,0,1,tm3,s,0
07:00:35,gezgintrk,tesla model leads charge of uks most successful year for ev uptake,0,0,0,tm3,s,1
06:45:14,rogoffshawn,let me get two bacons me talking to my tesla model performance as i turn on climate control from my office desk before i walk down to leave for the weekend bacons referring to the seat warmer symbols,0,0,0,tm3,s,0
06:45:04,rewiredart,my calculations indicate that based on my previous ice vehicle id recover the cost of my tesla model in years as opposed to perpetually adding to the cost of an ice,0,0,0,tm3,s,1
06:29:25,rdahal111,rhishis whip of the day tesla model rwd drive off in this clean white on white tesla model fast acceleration and fully electric come see me and lets get you in your dream car,0,0,0,tm3,s,0
06:27:14,evolvedcars,congratulations to sarah on her tesla model sarah sold her old high mileage prius to go fully electric we were happy to help ready for your next ride visit or give us a call at today,0,0,9,tm3,s,0
06:18:05,keithmabe,teslarati tesla model leads charge of uks most successful year for ev uptake by,0,0,0,tm3,s,1
06:16:23,weedrivetesla,traveling to hawaii between now and end of feb call us for our per day special on our model s and per day on our model ys freesupercharging is included must call to receive special pricing,3,1,10,tm3,s,0
06:01:02,teslarati,tesla model leads charge of uks most successful year for ev uptake by,0,30,310,tm3,s,1
05:26:37,evmagz,tesla model become nd best selling vehicle in uk by,0,0,0,tm3,s,1
05:21:33,oldengineer47,i have a tesla model and it takes about kw mi in summer and about in winter really cold is like however at cents per kw you can see that is and cents per mile gas cars usually are cents or more,0,0,1,tm3,s,1
04:17:08,stevent38570482,tesla model is with vehicles delivered the best selling bev in flag of germany germany in trophy i tough tesla demand in germany was very low,0,0,1,tm3,s,0
04:09:18,outofpandorasbx,ahhh ok thought the roof and seats looks very similar to a tesla model car looks pretty hope you are having a great day,0,0,1,tm3,s,0
04:01:38,realjohnjhoward,tesla model nd best selling car in the uk,1,0,3,tm3,s,1
04:01:28,olsmanmackenzie,a recent software update to tesla model vehicles makes it possible for drivers to play video games and access recreational apps while their vehicle is in motion,1,1,1,tm3,s,0
04:00:08,uplantatree,consumer reports recommends tesla model and model s check out,0,0,0,tm3,s,1
03:45:26,passthebeano,tesla model runs over kid dummies in weird safety test tsla tslaq,3,9,30,tm3,s,0
03:39:48,gensao,perhaps for an older tesla tesla model performance tries to overheat in high speed autobahn test aces it instead,0,0,0,tm3,s,1
03:31:45,charlierichmond,tesla model was nd best selling car of any kind in uk in cleantechnica,0,0,1,tm3,s,1
03:25:47,joincurby,tesla supercharger tips facts amp conversations when you first learn about and perhaps contemplate buying a tesla model or model y you find out that they have almost no knobs or dials and everything is controlled by the center computer screen if,0,0,0,tm3,s,0
03:14:27,paorfull,very true once upon a time my friends even told me to sell my tesla model as the media brainwashed them to say the company is going bankrupt,0,0,1,tm3,s,0
03:02:56,techubbnews,here amp why the tesla model performance is the best tesla yet,0,0,0,tm3,s,1
